coin 1;coin 2;number of matches
D:\code\python\numisma\numisma\data\dataTest2\34846-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14794-R.jpg;15
D:\code\python\numisma\numisma\data\dataTest2\37876-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14794-R.jpg;15
D:\code\python\numisma\numisma\data\dataTest2\11294-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11187-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\11846-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11294-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\11887-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11187-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\11887-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11294-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\11887-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11846-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\12375-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11187-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\12375-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11846-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\12375-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11887-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\14626-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11187-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\14626-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11846-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\14626-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11887-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\14626-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\12375-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\14794-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11187-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\14794-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11294-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\14794-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11846-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\14794-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11887-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\14794-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\12375-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\14794-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14626-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\14982-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11187-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\14982-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11846-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\14982-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11887-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\14982-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14794-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17155-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11187-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17155-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11294-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17155-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11846-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17155-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11887-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17155-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\12375-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17155-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14626-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17155-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14794-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17155-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14982-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17678-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11187-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17678-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11294-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17678-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11846-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17678-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11887-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17678-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14794-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17678-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14982-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17678-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\17155-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17721-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11187-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17721-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11294-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17721-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11846-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17721-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11887-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17721-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\12375-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17721-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14794-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17721-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14982-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17721-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\17155-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\17721-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\17678-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18134-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11187-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18134-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11846-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18134-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11887-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18134-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\12375-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18134-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14794-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18134-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\17155-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18544-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11187-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18544-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11846-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18544-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11887-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18544-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14794-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18544-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14982-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18544-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\17155-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18544-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\17721-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18544-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\18134-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18810-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11187-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18810-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11294-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18810-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11846-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18810-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11887-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18810-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\12375-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18810-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14626-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18810-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14794-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18810-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14982-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18810-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\17155-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18810-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\17721-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\18810-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\18134-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\34846-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11187-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\34846-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11294-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\34846-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11846-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\34846-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11887-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\34846-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14626-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\34846-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\17155-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\34846-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\17678-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\34846-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\17721-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\34846-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\18134-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\34846-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\18544-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\34846-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\18810-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\36892-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11187-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\36892-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11294-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\36892-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11846-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\36892-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11887-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\36892-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\12375-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\36892-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14626-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\36892-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14794-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\36892-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14982-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\36892-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\17155-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\36892-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\17678-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\37876-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11187-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\37876-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11294-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\37876-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11846-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\37876-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11887-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\37876-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\12375-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\37876-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14626-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\37876-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14982-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\37876-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\17155-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\37876-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\18134-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\37876-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\18544-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\37876-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\18810-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\37876-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\34846-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\37876-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\36892-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38175-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11187-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38175-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11294-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38175-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11846-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38175-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11887-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38175-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14794-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38175-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14982-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38175-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\17155-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38175-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\17721-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38175-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\18134-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38175-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\18810-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38175-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\34846-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38175-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\36892-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38175-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\37876-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38230-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11187-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38230-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11294-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38230-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11846-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38230-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11887-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38230-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14626-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38230-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14794-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38230-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14982-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38230-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\17155-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38230-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\18134-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38230-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\18544-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38230-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\18810-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\38230-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\37876-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\41355-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11187-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\41355-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11294-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\41355-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11846-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\41355-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11887-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\41355-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\12375-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\41355-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14626-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\41355-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14794-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\41355-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14982-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\41355-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\17155-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\41355-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\17678-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\41355-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\17721-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\41355-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\18134-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\41355-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\18544-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\41355-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\18810-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\41355-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\34846-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\41355-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\36892-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\41355-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\37876-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\41355-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\38175-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\41355-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\38230-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\5320-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11187-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\5320-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11294-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\5320-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11846-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\5320-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\11887-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\5320-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\12375-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\5320-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14626-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\5320-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14794-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\5320-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\14982-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\5320-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\17155-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\5320-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\17678-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\5320-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\34846-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\5320-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\36892-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\5320-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\37876-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\5320-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\38175-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\5320-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\38230-R.jpg;0
D:\code\python\numisma\numisma\data\dataTest2\5320-R.jpg;D:\code\python\numisma\numisma\data\dataTest2\41355-R.jpg;0
